wavelength_um,R_plus,T_plus,A_plus,R_minus,T_minus,A_minus,emissivity_same_channel,eta,conservation_plus,conservation_minus
1.501999999999999957e+01,9.645764433776913283e-01,0.000000000000000000e+00,3.542355662230867175e-02,9.632023967622387328e-01,0.000000000000000000e+00,3.679760323776126718e-02,3.679760323776126718e-02,1.374046615452595432e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.502200000000000024e+01,9.645612022138994046e-01,0.000000000000000000e+00,3.543879778610059539e-02,9.631505511562070687e-01,0.000000000000000000e+00,3.684944884379293129e-02,3.684944884379293129e-02,1.410651057692335897e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.502399999999999913e+01,9.645442249187722306e-01,0.000000000000000000e+00,3.545577508122776944e-02,9.630954834398468556e-01,0.000000000000000000e+00,3.690451656015314441e-02,3.690451656015314441e-02,1.448741478925374970e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.502599999999999980e+01,9.645254560768229402e-01,0.000000000000000000e+00,3.547454392317705985e-02,9.630370528192073731e-01,0.000000000000000000e+00,3.696294718079262687e-02,3.696294718079262687e-02,1.488403257615567021e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.502800000000000047e+01,9.645048363644684875e-01,0.000000000000000000e+00,3.549516363553151255e-02,9.629751083985907956e-01,0.000000000000000000e+00,3.702489160140920443e-02,3.702489160140920443e-02,1.529727965877691886e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.502999999999999936e+01,9.644823022706311422e-01,0.000000000000000000e+00,3.551769772936885783e-02,9.629094884202102911e-01,0.000000000000000000e+00,3.709051157978970892e-02,3.709051157978970892e-02,1.572813850420851089e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.503200000000000003e+01,9.644577857367703233e-01,0.000000000000000000e+00,3.554221426322967670e-02,9.628400193995331202e-01,0.000000000000000000e+00,3.715998060046687979e-02,3.715998060046687979e-02,1.617766337237203089e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.503400000000000070e+01,9.644312138207300489e-01,0.000000000000000000e+00,3.556878617926995112e-02,9.627665152503019907e-01,0.000000000000000000e+00,3.723348474969800925e-02,3.723348474969800925e-02,1.664698570428058133e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.503599999999999959e+01,9.644025082958304074e-01,0.000000000000000000e+00,3.559749170416959263e-02,9.626887763187349512e-01,0.000000000000000000e+00,3.731122368126504885e-02,3.731122368126504885e-02,1.713731977095456216e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.503800000000000026e+01,9.643715852596053129e-01,0.000000000000000000e+00,3.562841474039468714e-02,9.626065884048208288e-01,0.000000000000000000e+00,3.739341159517917124e-02,3.739341159517917124e-02,1.764996854784484093e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.503999999999999915e+01,9.643383547223397523e-01,0.000000000000000000e+00,3.566164527766024772e-02,9.625197217428348440e-01,0.000000000000000000e+00,3.748027825716515604e-02,3.748027825716515604e-02,1.818632979504908320e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.504199999999999982e+01,9.643027201375179436e-01,0.000000000000000000e+00,3.569727986248205642e-02,9.624279299100285678e-01,0.000000000000000000e+00,3.757207008997143216e-02,3.757207008997143216e-02,1.874790227489375738e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.504400000000000048e+01,9.642645779790040006e-01,0.000000000000000000e+00,3.573542202099599940e-02,9.623309487801045004e-01,0.000000000000000000e+00,3.766905121989549965e-02,3.766905121989549965e-02,1.933629198899500246e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.504599999999999937e+01,9.642238172496222504e-01,0.000000000000000000e+00,3.577618275037774964e-02,9.622284954167119597e-01,0.000000000000000000e+00,3.777150458328804028e-02,3.777150458328804028e-02,1.995321832910290638e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.504800000000000004e+01,9.641803190217637098e-01,0.000000000000000000e+00,3.581968097823629016e-02,9.621202670258546252e-01,0.000000000000000000e+00,3.787973297414537477e-02,3.787973297414537477e-02,2.060051995909084610e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.505000000000000071e+01,9.641339559871121567e-01,0.000000000000000000e+00,3.586604401288784327e-02,9.620059399633590358e-01,0.000000000000000000e+00,3.799406003664096421e-02,3.799406003664096421e-02,2.128016023753120933e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.505199999999999960e+01,9.640845919962123256e-01,0.000000000000000000e+00,3.591540800378767440e-02,9.618851688118100762e-01,0.000000000000000000e+00,3.811483118818992377e-02,3.811483118818992377e-02,2.199423184402249376e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.505400000000000027e+01,9.640320816658274339e-01,0.000000000000000000e+00,3.596791833417256612e-02,9.617575856331745943e-01,0.000000000000000000e+00,3.824241436682540574e-02,3.824241436682540574e-02,2.274496032652839617e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.505599999999999916e+01,9.639762700126085493e-01,0.000000000000000000e+00,3.602372998739145071e-02,9.616227994074392216e-01,0.000000000000000000e+00,3.837720059256077842e-02,3.837720059256077842e-02,2.353470605169327712e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.505799999999999983e+01,9.639169922222009523e-01,0.000000000000000000e+00,3.608300777779904767e-02,9.614803958166303621e-01,0.000000000000000000e+00,3.851960418336963787e-02,3.851960418336963787e-02,2.436596405570590207e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.506000000000000050e+01,9.638540734670950627e-01,0.000000000000000000e+00,3.614592653290493729e-02,9.613299373582695484e-01,0.000000000000000000e+00,3.867006264173045160e-02,3.867006264173045160e-02,2.524136108825514313e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.506199999999999939e+01,9.637873289344621730e-01,0.000000000000000000e+00,3.621267106553782700e-02,9.611709640303820468e-01,0.000000000000000000e+00,3.882903596961795323e-02,3.882903596961795323e-02,2.616364904080126230e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.506400000000000006e+01,9.637165640381281095e-01,0.000000000000000000e+00,3.628343596187189046e-02,9.610029946609657259e-01,0.000000000000000000e+00,3.899700533903427413e-02,3.899700533903427413e-02,2.713569377162383667e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.506600000000000072e+01,9.636415749313314016e-01,0.000000000000000000e+00,3.635842506866859836e-02,9.608255291127079101e-01,0.000000000000000000e+00,3.917447088729208993e-02,3.917447088729208993e-02,2.816045818623491570e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.506799999999999962e+01,9.635621492977383129e-01,0.000000000000000000e+00,3.643785070226168710e-02,9.606380514783240399e-01,0.000000000000000000e+00,3.936194852167596014e-02,3.936194852167596014e-02,2.924097819414273047e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.507000000000000028e+01,9.634780676449810066e-01,0.000000000000000000e+00,3.652193235501899338e-02,9.604400346392729659e-01,0.000000000000000000e+00,3.955996536072703407e-02,3.955996536072703407e-02,3.038033005708040690e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.507199999999999918e+01,9.633891050635230435e-01,0.000000000000000000e+00,3.661089493647695647e-02,9.602309463242407750e-01,0.000000000000000000e+00,3.976905367575922501e-02,3.976905367575922501e-02,3.158158739282268535e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.507399999999999984e+01,9.632950336485963660e-01,0.000000000000000000e+00,3.670496635140363395e-02,9.600102570436458427e-01,0.000000000000000000e+00,3.998974295635415732e-02,3.998974295635415732e-02,3.284776604950523371e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.507600000000000051e+01,9.631956256475648903e-01,0.000000000000000000e+00,3.680437435243510969e-02,9.597774501557470028e-01,0.000000000000000000e+00,4.022254984425299718e-02,4.022254984425299718e-02,3.418175491817887490e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.507799999999999940e+01,9.630906575082116561e-01,0.000000000000000000e+00,3.690934249178834392e-02,9.595320344228637222e-01,0.000000000000000000e+00,4.046796557713627784e-02,4.046796557713627784e-02,3.558623085347933923e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.508000000000000007e+01,9.629799149135376268e-01,0.000000000000000000e+00,3.702008508646237317e-02,9.592735593041195052e-01,0.000000000000000000e+00,4.072644069588049476e-02,4.072644069588049476e-02,3.706355609418121588e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.508200000000000074e+01,9.628631989567598692e-01,0.000000000000000000e+00,3.713680104324013076e-02,9.590016332590052262e-01,0.000000000000000000e+00,4.099836674099477385e-02,4.099836674099477385e-02,3.861565697754643089e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.508399999999999963e+01,9.627403335277059382e-01,0.000000000000000000e+00,3.725966647229406181e-02,9.587159451774517338e-01,0.000000000000000000e+00,4.128405482254826619e-02,4.128405482254826619e-02,4.024388350254204383e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.508600000000000030e+01,9.626111739652258859e-01,0.000000000000000000e+00,3.738882603477411415e-02,9.584162889212181069e-01,0.000000000000000000e+00,4.158371107878189310e-02,4.158371107878189310e-02,4.194885044007778951e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.508799999999999919e+01,9.624756170441978176e-01,0.000000000000000000e+00,3.752438295580218242e-02,9.581025908159749305e-01,0.000000000000000000e+00,4.189740918402506953e-02,4.189740918402506953e-02,4.373026228222887113e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.508999999999999986e+01,9.623336121291170553e-01,0.000000000000000000e+00,3.766638787088294471e-02,9.577749394998785748e-01,0.000000000000000000e+00,4.222506050012142520e-02,4.222506050012142520e-02,4.558672629238480489e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.509200000000000053e+01,9.621851733235393667e-01,0.000000000000000000e+00,3.781482667646063334e-02,9.574336172625486086e-01,0.000000000000000000e+00,4.256638273745139145e-02,4.256638273745139145e-02,4.751556060990758112e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.509399999999999942e+01,9.620303923128162848e-01,0.000000000000000000e+00,3.796960768718371515e-02,9.570791315861297832e-01,0.000000000000000000e+00,4.292086841387021678e-02,4.292086841387021678e-02,4.951260726686501634e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.509600000000000009e+01,9.618694513263666979e-01,0.000000000000000000e+00,3.813054867363330214e-02,9.567122450165784775e-01,0.000000000000000000e+00,4.328775498342152250e-02,4.328775498342152250e-02,5.157206309788220366e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.509800000000000075e+01,9.617026355118599712e-01,0.000000000000000000e+00,3.829736448814002880e-02,9.563340010462946239e-01,0.000000000000000000e+00,4.366599895370537610e-02,4.366599895370537610e-02,5.368634465565347291e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.509999999999999964e+01,9.615303438204253483e-01,0.000000000000000000e+00,3.846965617957465167e-02,9.559457432504581131e-01,0.000000000000000000e+00,4.405425674954188686e-02,4.405425674954188686e-02,5.584600569967235195e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.510200000000000031e+01,9.613530973288623160e-01,0.000000000000000000e+00,3.864690267113768396e-02,9.555491246301578423e-01,0.000000000000000000e+00,4.445087536984215770e-02,4.445087536984215770e-02,5.803972698704473743e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.510399999999999920e+01,9.611715437589057887e-01,0.000000000000000000e+00,3.882845624109421134e-02,9.551461040082646070e-01,0.000000000000000000e+00,4.485389599173539299e-02,4.485389599173539299e-02,6.025439750641181647e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.510599999999999987e+01,9.609864569619762653e-01,0.000000000000000000e+00,3.901354303802373469e-02,9.547389266560614152e-01,0.000000000000000000e+00,4.526107334393858483e-02,4.526107334393858483e-02,6.247530305914850146e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.510800000000000054e+01,9.607987302281179032e-01,0.000000000000000000e+00,3.920126977188209683e-02,9.543300870403215175e-01,0.000000000000000000e+00,4.566991295967848252e-02,4.566991295967848252e-02,6.468643187796385696e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.510999999999999943e+01,9.606093625982905504e-01,0.000000000000000000e+00,3.939063740170944961e-02,9.539222728144653995e-01,0.000000000000000000e+00,4.607772718553460045e-02,4.607772718553460045e-02,6.687089783825150846e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.511200000000000010e+01,9.604194376936637800e-01,0.000000000000000000e+00,3.958056230633621997e-02,9.535182906752502907e-01,0.000000000000000000e+00,4.648170932474970929e-02,4.648170932474970929e-02,6.901147018413489320e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.511400000000000077e+01,9.602300953106672754e-01,0.000000000000000000e+00,3.976990468933272460e-02,9.531209767319817061e-01,0.000000000000000000e+00,4.687902326801829389e-02,4.687902326801829389e-02,7.109118578685569290e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.511599999999999966e+01,9.600424966864922194e-01,0.000000000000000000e+00,3.995750331350778062e-02,9.527330959021418355e-01,0.000000000000000000e+00,4.726690409785816449e-02,4.726690409785816449e-02,7.309400784350383873e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.511800000000000033e+01,9.598577851277382278e-01,0.000000000000000000e+00,4.014221487226177221e-02,9.523572366153461033e-01,0.000000000000000000e+00,4.764276338465389671e-02,4.764276338465389671e-02,7.500548512392124501e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.511999999999999922e+01,9.596770443418443097e-01,0.000000000000000000e+00,4.032295565815569027e-02,9.519957082068185583e-01,0.000000000000000000e+00,4.800429179318144168e-02,4.800429179318144168e-02,7.681336135025751410e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.512199999999999989e+01,9.595012573249891430e-01,0.000000000000000000e+00,4.049874267501085701e-02,9.516504487802439627e-01,0.000000000000000000e+00,4.834955121975603731e-02,4.834955121975603731e-02,7.850808544745180306e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.512400000000000055e+01,9.593312687839793407e-01,0.000000000000000000e+00,4.066873121602065932e-02,9.513229506539300218e-01,0.000000000000000000e+00,4.867704934606997824e-02,4.867704934606997824e-02,8.008318130049318917e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.512599999999999945e+01,9.591677539405065733e-01,0.000000000000000000e+00,4.083224605949342667e-02,9.510142090104022339e-01,0.000000000000000000e+00,4.898579098959776612e-02,4.898579098959776612e-02,8.153544930104339450e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.512800000000000011e+01,9.590111959742003700e-01,0.000000000000000000e+00,4.098880402579963000e-02,9.507246970942282438e-01,0.000000000000000000e+00,4.927530290577175620e-02,4.927530290577175620e-02,8.286498879972126197e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.513000000000000078e+01,9.588618735914296032e-01,0.000000000000000000e+00,4.113812640857039682e-02,9.504543687155438958e-01,0.000000000000000000e+00,4.954563128445610420e-02,4.954563128445610420e-02,8.407504875885707385e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.513199999999999967e+01,9.587198591876094911e-01,0.000000000000000000e+00,4.128014081239050892e-02,9.502026862148745812e-01,0.000000000000000000e+00,4.979731378512541884e-02,4.979731378512541884e-02,8.517172972734909919e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.513400000000000034e+01,9.585850270968979681e-01,0.000000000000000000e+00,4.141497290310203194e-02,9.499686698860866363e-01,0.000000000000000000e+00,5.003133011391336371e-02,5.003133011391336371e-02,8.616357210811331768e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.513599999999999923e+01,9.584570705642559973e-01,0.000000000000000000e+00,4.154292943574400265e-02,9.497509633612468694e-01,0.000000000000000000e+00,5.024903663875313065e-02,5.024903663875313065e-02,8.706107203009127993e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.513799999999999990e+01,9.583355254998702222e-01,0.000000000000000000e+00,4.166447450012977782e-02,9.495479088261573608e-01,0.000000000000000000e+00,5.045209117384263919e-02,5.045209117384263919e-02,8.787616673712861370e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.514000000000000057e+01,9.582197986422426039e-01,0.000000000000000000e+00,4.178020135775739607e-02,9.493576258919212973e-01,0.000000000000000000e+00,5.064237410807870265e-02,5.064237410807870265e-02,8.862172750321306580e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.514199999999999946e+01,9.581091978433943224e-01,0.000000000000000000e+00,4.189080215660567763e-02,9.491780887953275014e-01,0.000000000000000000e+00,5.082191120467249856e-02,5.082191120467249856e-02,8.931109048066820932e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.514400000000000013e+01,9.580029622929822075e-01,0.000000000000000000e+00,4.199703770701779248e-02,9.490071975856556596e-01,0.000000000000000000e+00,5.099280241434434036e-02,5.099280241434434036e-02,8.995764707326547871e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.514600000000000080e+01,9.579002910077668576e-01,0.000000000000000000e+00,4.209970899223314245e-02,9.488428403943669487e-01,0.000000000000000000e+00,5.115715960563305131e-02,5.115715960563305131e-02,9.057450613399908868e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.514799999999999969e+01,9.578003682341582614e-01,0.000000000000000000e+00,4.219963176584173858e-02,9.486829450129991015e-01,0.000000000000000000e+00,5.131705498700089851e-02,5.131705498700089851e-02,9.117423221159159930e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.515000000000000036e+01,9.577023850182638798e-01,0.000000000000000000e+00,4.229761498173612022e-02,9.485255192602616292e-01,0.000000000000000000e+00,5.147448073973837079e-02,5.147448073973837079e-02,9.176865758002250573e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.515199999999999925e+01,9.576055565783059276e-01,0.000000000000000000e+00,4.239444342169407243e-02,9.483686804502158285e-01,0.000000000000000000e+00,5.163131954978417149e-02,5.163131954978417149e-02,9.236876128090099058e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.515399999999999991e+01,9.575091355025937556e-01,0.000000000000000000e+00,4.249086449740624438e-02,9.482106749330675433e-01,0.000000000000000000e+00,5.178932506693245674e-02,5.178932506693245674e-02,9.298460569526212360e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.515600000000000058e+01,9.574124210006983438e-01,0.000000000000000000e+00,4.258757899930165625e-02,9.480498889970561116e-01,0.000000000000000000e+00,5.195011100294388839e-02,5.195011100294388839e-02,9.362532003642232148e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.515799999999999947e+01,9.573147647548114758e-01,0.000000000000000000e+00,4.268523524518852419e-02,9.478848527345202779e-01,0.000000000000000000e+00,5.211514726547972209e-02,5.211514726547972209e-02,9.429912020291197905e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.516000000000000014e+01,9.572155738125412983e-01,0.000000000000000000e+00,4.278442618745870174e-02,9.477142382923486874e-01,0.000000000000000000e+00,5.228576170765131259e-02,5.228576170765131259e-02,9.501335520192610851e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.516200000000000081e+01,9.571143110961914946e-01,0.000000000000000000e+00,4.288568890380850540e-02,9.475368539307161830e-01,0.000000000000000000e+00,5.246314606928381696e-02,5.246314606928381696e-02,9.577457165475311562e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.516399999999999970e+01,9.570104941912884744e-01,0.000000000000000000e+00,4.298950580871152560e-02,9.473516352509110394e-01,0.000000000000000000e+00,5.264836474908896058e-02,5.264836474908896058e-02,9.658858940377434976e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.516600000000000037e+01,9.569036926902516615e-01,0.000000000000000000e+00,4.309630730974833845e-02,9.471576344293696215e-01,0.000000000000000000e+00,5.284236557063037854e-02,5.284236557063037854e-02,9.746058260882040081e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.516799999999999926e+01,9.567935247210280769e-01,0.000000000000000000e+00,4.320647527897192308e-02,9.469540085083425485e-01,0.000000000000000000e+00,5.304599149165745153e-02,5.304599149165745153e-02,9.839516212685528451e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.516999999999999993e+01,9.566796528918902753e-01,0.000000000000000000e+00,4.332034710810972467e-02,9.467400072766821717e-01,0.000000000000000000e+00,5.325999272331782830e-02,5.325999272331782830e-02,9.939645615208103635e-03,1.000000000000000000e+00,1.000000000000000000e+00
1.517200000000000060e+01,9.565617799523845610e-01,0.000000000000000000e+00,4.343822004761543898e-02,9.465149612426461134e-01,0.000000000000000000e+00,5.348503875735388657e-02,5.348503875735388657e-02,1.004681870973844759e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.517399999999999949e+01,9.564396443924698676e-01,0.000000000000000000e+00,4.356035560753013236e-02,9.462782700596702457e-01,0.000000000000000000e+00,5.372172994032975435e-02,5.372172994032975435e-02,1.016137433279962199e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.517600000000000016e+01,9.563130161184737466e-01,0.000000000000000000e+00,4.368698388152625345e-02,9.460293915997136649e-01,0.000000000000000000e+00,5.397060840028633510e-02,5.397060840028633510e-02,1.028362451876008166e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.517800000000000082e+01,9.561816923733965634e-01,0.000000000000000000e+00,4.381830762660343659e-02,9.457678318744103807e-01,0.000000000000000000e+00,5.423216812558961930e-02,5.423216812558961930e-02,1.041386049898618271e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.517999999999999972e+01,9.560454938504231448e-01,0.000000000000000000e+00,4.395450614957685520e-02,9.454931357444227302e-01,0.000000000000000000e+00,5.450686425557726977e-02,5.450686425557726977e-02,1.055235810600041457e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.518200000000000038e+01,9.559042611448661519e-01,0.000000000000000000e+00,4.409573885513384806e-02,9.452048785306813583e-01,0.000000000000000000e+00,5.479512146931864169e-02,5.479512146931864169e-02,1.069938261418479364e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.518399999999999928e+01,9.557578515508187156e-01,0.000000000000000000e+00,4.424214844918128442e-02,9.449026584979046683e-01,0.000000000000000000e+00,5.509734150209533166e-02,5.509734150209533166e-02,1.085519305291404724e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.518599999999999994e+01,9.556061361317124137e-01,0.000000000000000000e+00,4.439386386828758635e-02,9.445860900813657368e-01,0.000000000000000000e+00,5.541390991863426319e-02,5.541390991863426319e-02,1.102004605034667684e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.518800000000000061e+01,9.554489971406384674e-01,0.000000000000000000e+00,4.455100285936153259e-02,9.442547978938455877e-01,0.000000000000000000e+00,5.574520210615441229e-02,5.574520210615441229e-02,1.119419924679287970e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.518999999999999950e+01,9.552863257202282021e-01,0.000000000000000000e+00,4.471367427977179787e-02,9.439084113763317463e-01,0.000000000000000000e+00,5.609158862366825371e-02,5.609158862366825371e-02,1.137791434389645584e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.519200000000000017e+01,9.551180198817608158e-01,0.000000000000000000e+00,4.488198011823918421e-02,9.435465600490240412e-01,0.000000000000000000e+00,5.645343995097595879e-02,5.645343995097595879e-02,1.157145983273677459e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.519400000000000084e+01,9.549439827262332647e-01,0.000000000000000000e+00,4.505601727376673526e-02,9.431688692763308124e-01,0.000000000000000000e+00,5.683113072366918761e-02,5.683113072366918761e-02,1.177511344990245234e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.519599999999999973e+01,9.547641208891763931e-01,0.000000000000000000e+00,4.523587911082360691e-02,9.427749564811757077e-01,0.000000000000000000e+00,5.722504351882429230e-02,5.722504351882429230e-02,1.198916440800068539e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.519800000000000040e+01,9.545783432041845540e-01,0.000000000000000000e+00,4.542165679581544602e-02,9.423644277614406928e-01,0.000000000000000000e+00,5.763557223855930722e-02,5.763557223855930722e-02,1.221391544274386121e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.519999999999999929e+01,9.543865595035717631e-01,0.000000000000000000e+00,4.561344049642823695e-02,9.419368747913506867e-01,0.000000000000000000e+00,5.806312520864931326e-02,5.806312520864931326e-02,1.244968471222107631e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.520199999999999996e+01,9.541886796171780150e-01,0.000000000000000000e+00,4.581132038282198504e-02,9.414918720412966957e-01,0.000000000000000000e+00,5.850812795870330429e-02,5.850812795870330429e-02,1.269680757588131925e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.520400000000000063e+01,9.539846124741948596e-01,0.000000000000000000e+00,4.601538752580514036e-02,9.410289741759481075e-01,0.000000000000000000e+00,5.897102582405189253e-02,5.897102582405189253e-02,1.295563829824675217e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.520599999999999952e+01,9.537742653285092853e-01,0.000000000000000000e+00,4.622573467149071469e-02,9.405477136385542725e-01,0.000000000000000000e+00,5.945228636144572754e-02,5.945228636144572754e-02,1.322655168995501285e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.520800000000000018e+01,9.535575430826963572e-01,0.000000000000000000e+00,4.644245691730364278e-02,9.400475983644476230e-01,0.000000000000000000e+00,5.995240163555237700e-02,5.995240163555237700e-02,1.350994471824873422e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.521000000000000085e+01,9.533343477006240851e-01,0.000000000000000000e+00,4.666565229937591486e-02,9.395281095975732688e-01,0.000000000000000000e+00,6.047189040242673119e-02,6.047189040242673119e-02,1.380623810305081633e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.521199999999999974e+01,9.531045777020841214e-01,0.000000000000000000e+00,4.689542229791587857e-02,9.389886997679114389e-01,0.000000000000000000e+00,6.101130023208856112e-02,6.101130023208856112e-02,1.411587793417268255e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.521400000000000041e+01,9.528681276668696798e-01,0.000000000000000000e+00,4.713187233313032021e-02,9.384287903669765729e-01,0.000000000000000000e+00,6.157120963302342709e-02,6.157120963302342709e-02,1.443933729989310688e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.521599999999999930e+01,9.526248878598305714e-01,0.000000000000000000e+00,4.737511214016942862e-02,9.378477698828340259e-01,0.000000000000000000e+00,6.215223011716597412e-02,6.215223011716597412e-02,1.477711797699654550e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.521799999999999997e+01,9.523747438448563196e-01,0.000000000000000000e+00,4.762525615514368038e-02,9.372449916749712173e-01,0.000000000000000000e+00,6.275500832502878268e-02,6.275500832502878268e-02,1.512975216988510230e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.522000000000000064e+01,9.521175761444873320e-01,0.000000000000000000e+00,4.788242385551266800e-02,9.366197718066673339e-01,0.000000000000000000e+00,6.338022819333266611e-02,6.338022819333266611e-02,1.549780433781999811e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.522199999999999953e+01,9.518532599572478992e-01,0.000000000000000000e+00,4.814674004275210084e-02,9.359713868530692427e-01,0.000000000000000000e+00,6.402861314693075734e-02,6.402861314693075734e-02,1.588187310417865650e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.522400000000000020e+01,9.515816648380431841e-01,0.000000000000000000e+00,4.841833516195681586e-02,9.352990715601532390e-01,0.000000000000000000e+00,6.470092843984676101e-02,6.470092843984676101e-02,1.628259327788994515e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.522600000000000087e+01,9.513026544313197830e-01,0.000000000000000000e+00,4.869734556868021702e-02,9.346020164375815620e-01,0.000000000000000000e+00,6.539798356241843802e-02,6.539798356241843802e-02,1.670063799373822100e-02,1.000000000000000000e+00,1.000000000000000000e+00
1.522799999999999976e+01,9.510160862345700128e-01,0.000000000000000000e+00,4.898391376542998721e-02,9.338793652457871852e-01,0.000000000000000000e+00,6.612063475421281478e-02,6.612063475421281478e-02,1.713672098878282757e-02,1.000000000000000000e+00,1.000000000000000000e+00
