wavelength_um,metallic_tm_R,metallic_tm_T,metallic_tm_emissivity,metallic_te_R,metallic_te_T,metallic_te_emissivity,insulating_tm_R,insulating_tm_T,insulating_tm_emissivity,insulating_te_R,insulating_te_T,insulating_te_emissivity
8.859999999999999432e+00,2.649368691557269992e-02,7.448537914093514289e-03,9.660577751703337546e-01,6.649343971921976848e-02,1.455516493135812148e-03,9.320510437876444731e-01,9.799251001132553984e-01,8.000817629150426546e-03,1.207408225759417503e-02,9.796768885651784275e-01,7.457785661141433896e-03,1.286532577368013769e-02
8.865000000000000213e+00,2.638635789864833894e-02,7.358611273731860240e-03,9.662550308276198763e-01,6.669951504637214312e-02,1.454406478393600226e-03,9.318460784752342629e-01,9.799458438799872884e-01,7.995991112360253950e-03,1.205816500765245769e-02,9.796733232460260732e-01,7.462269646060908437e-03,1.286440710791301838e-02
8.869999999999999218e+00,2.629004543356177823e-02,7.270472907200706096e-03,9.664394816592375426e-01,6.690545979533826793e-02,1.453302211841991281e-03,9.316412379928197263e-01,9.799660546692965379e-01,7.991406118257259397e-03,1.204253921244620266e-02,9.796698200945410662e-01,7.466735073784950757e-03,1.286344483167398307e-02
8.875000000000000000e+00,2.620424728458059516e-02,7.184085364271795664e-03,9.666116673511475632e-01,6.711127410907255508e-02,1.452203662397385207e-03,9.314365222285300172e-01,9.799857531198530314e-01,7.987052454720524816e-03,1.202719442542644381e-02,9.796663791105025831e-01,7.471181923598992775e-03,1.286243896589842409e-02
8.880000000000000782e+00,2.612848207605390077e-02,7.099411659580805688e-03,9.667721062643652719e-01,6.731695813362201242e-02,1.451110799196359945e-03,9.312319310671816064e-01,9.800049589406641948e-01,7.982920423702591362e-03,1.201212063563321386e-02,9.796630002917813274e-01,7.475610175217133058e-03,1.286138953300153959e-02
8.884999999999999787e+00,2.606228850534157010e-02,7.016415303400186723e-03,9.669212961912583282e-01,6.752251201805756220e-02,1.450023591593781278e-03,9.310274643903486691e-01,9.800236909616768521e-01,7.979000792749145823e-03,1.199730824557400204e-02,9.796596836343303139e-01,7.480019808781210484e-03,1.286029655688847653e-02
8.890000000000000568e+00,2.600522457616743013e-02,6.935060328137495310e-03,9.670597150956951049e-01,6.772793591441547689e-02,1.448942009160905913e-03,9.308231220764235925e-01,9.800419671812194977e-01,7.975284768418399242e-03,1.198274805036210304e-02,9.796564291322270579e-01,7.484410804860038360e-03,1.285916006291290374e-02
8.894999999999999574e+00,2.595686685301730121e-02,6.855311310930008520e-03,9.671878218360526747e-01,6.793322997762714366e-02,1.447866021683489332e-03,9.306189040006893620e-01,9.800598048103834614e-01,7.971763971456454975e-03,1.196843121816008361e-02,9.796532367776689121e-01,7.488783144448383534e-03,1.285798007788270525e-02
8.900000000000000355e+00,2.591680973699858268e-02,6.777133392678074374e-03,9.673060568703233386e-01,6.813839436545995887e-02,1.446795599159968236e-03,9.304148100353800688e-01,9.800772203146457251e-01,7.968430413597489895e-03,1.195434927175678501e-02,9.796501065609937164e-01,7.493136808966239550e-03,1.285675663004004488e-02
8.904999999999999361e+00,2.588466476350987158e-02,6.700492293837356957e-03,9.674148429426526752e-01,6.834342923845537765e-02,1.445730711799592247e-03,9.302108400497450802e-01,9.800942294529240151e-01,7.965276475867829817e-03,1.194049407120815511e-02,9.796470384707001156e-01,7.497471780257825708e-03,1.285548974904205874e-02
