wavelength_um,R,T,A,R_plus_T_plus_A
1.115499999999999936e+00,8.704211419211937972e-01,5.151492417469436815e-05,1.295273431546315190e-01,1.000000000000000000e+00
1.115750000000000020e+00,8.706953978406385408e-01,5.146273338193414363e-05,1.292531394259795186e-01,1.000000000000000000e+00
1.115999999999999881e+00,8.709700517480996051e-01,5.141089812788858569e-05,1.289785373537725155e-01,1.000000000000000000e+00
1.116249999999999964e+00,8.712451659175957097e-01,5.135941435255477724e-05,1.287034746680517372e-01,1.000000000000000000e+00
1.116499999999999826e+00,8.715207995366955895e-01,5.130827784398761488e-05,1.284278921854604127e-01,1.000000000000000000e+00
1.116749999999999909e+00,8.717970087201812879e-01,5.125748424270658928e-05,1.281517337955760116e-01,1.000000000000000000e+00
1.116999999999999993e+00,8.720738465250198468e-01,5.120702904612801719e-05,1.278749464459340290e-01,1.000000000000000000e+00
1.117249999999999854e+00,8.723513629675208048e-01,5.115690761318616867e-05,1.275974801248660195e-01,1.000000000000000000e+00
1.117499999999999938e+00,8.726296050408083316e-01,5.110711516899359483e-05,1.273192878440226883e-01,1.000000000000000000e+00
1.117750000000000021e+00,8.729086167359076942e-01,5.105764680967320694e-05,1.270403256172826234e-01,1.000000000000000000e+00
1.117999999999999883e+00,8.731884390629196524e-01,5.100849750723685411e-05,1.267605524395730987e-01,1.000000000000000000e+00
1.118249999999999966e+00,8.734691100750758830e-01,5.095966211461761382e-05,1.264799302628094868e-01,1.000000000000000000e+00
1.118499999999999828e+00,8.737506648946121723e-01,5.091113537081416859e-05,1.261984239700170152e-01,1.000000000000000000e+00
1.118749999999999911e+00,8.740331357405330959e-01,5.086291190613021976e-05,1.259160013475607853e-01,1.000000000000000000e+00
1.118999999999999995e+00,8.743165519581553857e-01,5.081498624753289921e-05,1.256326330555970761e-01,1.000000000000000000e+00
1.119249999999999856e+00,8.746009400518135468e-01,5.076735282412100404e-05,1.253482925953623428e-01,1.000000000000000000e+00
1.119499999999999940e+00,8.748863237183999164e-01,5.072000597269922550e-05,1.250629562756273849e-01,1.000000000000000000e+00
1.119750000000000023e+00,8.751727238840338874e-01,5.067293994343838906e-05,1.247766031760226685e-01,1.000000000000000000e+00
1.119999999999999885e+00,8.754601587427784937e-01,5.062614890566412501e-05,1.244892151083158427e-01,1.000000000000000000e+00
1.120249999999999968e+00,8.757486437970669613e-01,5.057962695368169723e-05,1.242007765759793603e-01,1.000000000000000000e+00
1.120499999999999829e+00,8.760381919012555363e-01,5.053336811276361128e-05,1.239112747306316958e-01,1.000000000000000000e+00
1.120749999999999913e+00,8.763288133065839647e-01,5.048736634514042096e-05,1.236206993270708987e-01,1.000000000000000000e+00
1.120999999999999996e+00,8.766205157088607924e-01,5.044161555608429512e-05,1.233290426755831171e-01,1.000000000000000000e+00
1.121249999999999858e+00,8.769133042980853388e-01,5.039610960009294096e-05,1.230362995923145741e-01,1.000000000000000000e+00
1.121499999999999941e+00,8.772071818105481311e-01,5.035084228705666114e-05,1.227424673471648187e-01,1.000000000000000000e+00
1.121750000000000025e+00,8.775021485826127732e-01,5.030580738854895578e-05,1.224475456099986814e-01,1.000000000000000000e+00
1.121999999999999886e+00,8.777982026068773536e-01,5.026099864408085113e-05,1.221515363944785659e-01,1.000000000000000000e+00
1.122249999999999970e+00,8.780953395906196945e-01,5.021640976742680591e-05,1.218544439996128853e-01,1.000000000000000000e+00
1.122499999999999831e+00,8.783935530154280968e-01,5.017203445294275710e-05,1.215562749501189616e-01,1.000000000000000000e+00
1.122749999999999915e+00,8.786928341994612035e-01,5.012786638191081014e-05,1.212570379341568888e-01,1.000000000000000000e+00
1.122999999999999998e+00,8.789931723616434267e-01,5.008389922885961580e-05,1.209567437391277089e-01,1.000000000000000000e+00
1.123249999999999860e+00,8.792945546864359141e-01,5.004012666787152657e-05,1.206554051868962141e-01,1.000000000000000000e+00
1.123499999999999943e+00,8.795969663919520620e-01,4.999654237887343582e-05,1.203530370656690635e-01,1.000000000000000000e+00
1.123749999999999805e+00,8.799003907981021166e-01,4.995314005387617836e-05,1.200496560618440067e-01,1.000000000000000000e+00
1.123999999999999888e+00,8.802048093971811538e-01,4.990991340319036990e-05,1.197452806894156591e-01,1.000000000000000000e+00
1.124249999999999972e+00,8.805102019253664425e-01,4.986685616154920168e-05,1.194399312184720036e-01,1.000000000000000000e+00
1.124499999999999833e+00,8.808165464353588936e-01,4.982396209419973218e-05,1.191336296025469060e-01,1.000000000000000000e+00
1.124749999999999917e+00,8.811238193708570421e-01,4.978122500287205027e-05,1.188263994041400817e-01,1.000000000000000000e+00
1.125000000000000000e+00,8.814319956409337742e-01,4.973863873171806044e-05,1.185182657203345119e-01,1.000000000000000000e+00
1.125249999999999861e+00,8.817410486961276828e-01,4.969619717307876064e-05,1.182092551066992320e-01,1.000000000000000000e+00
1.125499999999999945e+00,8.820509506052260917e-01,4.965389427319903134e-05,1.178993955005007144e-01,1.000000000000000000e+00
1.125750000000000028e+00,8.823616721319962330e-01,4.961172403779937079e-05,1.175887161439659739e-01,1.000000000000000000e+00
1.125999999999999890e+00,8.826731828134003477e-01,4.956968053754345883e-05,1.172772475060621100e-01,1.000000000000000000e+00
1.126249999999999973e+00,8.829854510375331200e-01,4.952775791330896508e-05,1.169650212045535709e-01,1.000000000000000000e+00
1.126499999999999835e+00,8.832984441217653915e-01,4.948595038140312383e-05,1.166520699278532081e-01,1.000000000000000000e+00
1.126749999999999918e+00,8.836121283914911695e-01,4.944425223853719591e-05,1.163384273562702992e-01,1.000000000000000000e+00
1.127000000000000002e+00,8.839264692583366223e-01,4.940265786673229379e-05,1.160241280837966404e-01,1.000000000000000000e+00
1.127249999999999863e+00,8.842414312984675506e-01,4.936116173795231972e-05,1.157092075397944952e-01,1.000000000000000000e+00
1.127499999999999947e+00,8.845569783308193657e-01,4.931975841866767090e-05,1.153937019107619671e-01,1.000000000000000000e+00
1.127749999999999808e+00,8.848730734943132115e-01,4.927844257416955093e-05,1.150776480631126170e-01,1.000000000000000000e+00
1.127999999999999892e+00,8.851896793253706264e-01,4.923720897273509508e-05,1.147610834656566381e-01,1.000000000000000000e+00
1.128249999999999975e+00,8.855067578339013146e-01,4.919605248959529279e-05,1.144440461136090881e-01,1.000000000000000000e+00
1.128499999999999837e+00,8.858242705791806726e-01,4.915496811069050808e-05,1.141265744527086429e-01,1.000000000000000000e+00
1.128749999999999920e+00,8.861421787448088283e-01,4.911395093626734064e-05,1.138087073042549080e-01,1.000000000000000000e+00
1.129000000000000004e+00,8.864604432121004907e-01,4.907299618425281881e-05,1.134904837917152520e-01,1.000000000000000000e+00
1.129249999999999865e+00,8.867790246329840809e-01,4.903209919340993612e-05,1.131719432678225112e-01,1.000000000000000000e+00
1.129499999999999948e+00,8.870978835014254882e-01,4.899125542632085394e-05,1.128531252431481946e-01,1.000000000000000000e+00
1.129750000000000032e+00,8.874169802237308335e-01,4.895046047215320938e-05,1.125340693157970140e-01,1.000000000000000000e+00
1.129999999999999893e+00,8.877362751870403468e-01,4.890971004920862064e-05,1.122148151029104396e-01,1.000000000000000000e+00
1.130249999999999977e+00,8.880557288266796023e-01,4.886900000724945262e-05,1.118954021733131465e-01,1.000000000000000000e+00
1.130499999999999838e+00,8.883753016919929690e-01,4.882832632968000126e-05,1.115758699816773447e-01,1.000000000000000000e+00
1.130749999999999922e+00,8.886949545101318071e-01,4.878768513544465377e-05,1.112562578047327499e-01,1.000000000000000000e+00
1.131000000000000005e+00,8.890146482485974389e-01,4.874707268076219874e-05,1.109366046787217952e-01,1.000000000000000000e+00
1.131249999999999867e+00,8.893343441754925083e-01,4.870648536065400909e-05,1.106169493391468417e-01,1.000000000000000000e+00
1.131499999999999950e+00,8.896540039182859738e-01,4.866591971024204213e-05,1.102973301620037844e-01,1.000000000000000000e+00
1.131749999999999812e+00,8.899735895204833325e-01,4.862537240588147848e-05,1.099777851071107870e-01,1.000000000000000000e+00
1.131999999999999895e+00,8.902930634960789513e-01,4.858484026606691179e-05,1.096583516636549793e-01,1.000000000000000000e+00
1.132249999999999979e+00,8.906123888827266466e-01,4.854432025215526766e-05,1.093390667970211977e-01,1.000000000000000000e+00
1.132499999999999840e+00,8.909315292919144369e-01,4.850380946891117085e-05,1.090199668986166492e-01,1.000000000000000000e+00
1.132749999999999924e+00,8.912504489576372757e-01,4.846330516481919554e-05,1.087010877371979017e-01,1.000000000000000000e+00
1.133000000000000007e+00,8.915691127825623452e-01,4.842280473226947396e-05,1.083824644127053816e-01,1.000000000000000000e+00
1.133249999999999869e+00,8.918874863825558830e-01,4.838230570751470775e-05,1.080641313117366026e-01,1.000000000000000000e+00
1.133499999999999952e+00,8.922055361284444430e-01,4.834180577050617563e-05,1.077461220657850577e-01,1.000000000000000000e+00
1.133750000000000036e+00,8.925232291855940137e-01,4.830130274448322735e-05,1.074284695116615035e-01,1.000000000000000000e+00
1.133999999999999897e+00,8.928405335519788988e-01,4.826079459547355456e-05,1.071112056534256340e-01,1.000000000000000000e+00
1.134249999999999980e+00,8.931574180930833551e-01,4.822027943160591508e-05,1.067943616274850405e-01,1.000000000000000000e+00
1.134499999999999842e+00,8.934738525752399241e-01,4.817975550223814972e-05,1.064779676692578364e-01,1.000000000000000000e+00
1.134749999999999925e+00,8.937898076964737593e-01,4.813922119700963029e-05,1.061620530823292330e-01,1.000000000000000000e+00
1.135000000000000009e+00,8.941052551151212890e-01,4.809867504467196103e-05,1.058466462098340416e-01,1.000000000000000000e+00
1.135249999999999870e+00,8.944201674764149512e-01,4.805811571183011156e-05,1.055317744078732162e-01,1.000000000000000000e+00
1.135499999999999954e+00,8.947345184366419790e-01,4.801754200155991672e-05,1.052174640213564549e-01,1.000000000000000000e+00
1.135749999999999815e+00,8.950482826854815332e-01,4.797695285187594311e-05,1.049037403616665948e-01,1.000000000000000000e+00
1.135999999999999899e+00,8.953614359656837385e-01,4.793634733409389656e-05,1.045906276869821711e-01,1.000000000000000000e+00
1.136249999999999982e+00,8.956739550911505532e-01,4.789572465108879034e-05,1.042781491841983516e-01,1.000000000000000000e+00
1.136499999999999844e+00,8.959858179627305796e-01,4.785508413543698855e-05,1.039663269531339862e-01,1.000000000000000000e+00
1.136749999999999927e+00,8.962970035818004222e-01,4.781442524747759844e-05,1.036551819929520946e-01,1.000000000000000000e+00
1.137000000000000011e+00,8.966074920620129562e-01,4.777374757326074658e-05,1.033447341904137895e-01,1.000000000000000000e+00
1.137249999999999872e+00,8.969172646390658477e-01,4.773305082243440775e-05,1.030350023101117146e-01,1.000000000000000000e+00
1.137499999999999956e+00,8.972263036787121449e-01,4.769233482604382022e-05,1.027260039864618113e-01,1.000000000000000000e+00
1.137749999999999817e+00,8.975345926822126952e-01,4.765159953425517612e-05,1.024177557182530535e-01,1.000000000000000000e+00
1.137999999999999901e+00,8.978421162908500897e-01,4.761084501400868966e-05,1.021102728641359036e-01,1.000000000000000000e+00
1.138249999999999984e+00,8.981488602879317273e-01,4.757007144663416554e-05,1.018035696406216356e-01,1.000000000000000000e+00
1.138499999999999845e+00,8.984548115996925377e-01,4.752927912541209289e-05,1.014976591211820545e-01,1.000000000000000000e+00
1.138749999999999929e+00,8.987599582936440790e-01,4.748846845305834371e-05,1.011925532379028686e-01,1.000000000000000000e+00
1.138999999999999790e+00,8.990642895762924747e-01,4.744763993918334503e-05,1.008882627837683482e-01,1.000000000000000000e+00
1.139249999999999874e+00,8.993677957885415353e-01,4.740679419775007211e-05,1.005847974172607157e-01,1.000000000000000000e+00
1.139499999999999957e+00,8.996704683999755536e-01,4.736593194445161404e-05,1.002821656680800005e-01,1.000000000000000000e+00
1.139749999999999819e+00,8.999723000013541974e-01,4.732505399411384551e-05,9.998037494465168706e-02,1.000000000000000000e+00
1.139999999999999902e+00,9.002732842960142756e-01,4.728416125801384923e-05,9.967943154272770889e-02,1.000000000000000000e+00
1.140249999999999986e+00,9.005734160901245344e-01,4.724325474128531849e-05,9.937934065513417958e-02,1.000000000000000000e+00
1.140499999999999847e+00,9.008726912806763742e-01,4.720233554021510583e-05,9.908010638378340895e-02,1.000000000000000000e+00
1.140749999999999931e+00,9.011711068435038774e-01,4.716140483960701930e-05,9.878173175165651243e-02,1.000000000000000000e+00
1.141000000000000014e+00,9.014686608193794859e-01,4.712046391011934048e-05,9.848421871671039773e-02,1.000000000000000000e+00
1.141249999999999876e+00,9.017653522992384874e-01,4.707951410562348428e-05,9.818756818665588804e-02,1.000000000000000000e+00
1.141499999999999959e+00,9.020611814084237290e-01,4.703855686057030933e-05,9.789178003471570022e-02,1.000000000000000000e+00
1.141749999999999821e+00,9.023561492895952885e-01,4.699759368735070901e-05,9.759685311671735530e-02,1.000000000000000000e+00
1.141999999999999904e+00,9.026502580853865698e-01,4.695662617372036032e-05,9.730278528843970542e-02,1.000000000000000000e+00
1.142249999999999988e+00,9.029435109196654041e-01,4.691565598022631576e-05,9.700957342435437281e-02,1.000000000000000000e+00
1.142499999999999849e+00,9.032359118781353446e-01,4.687468483766202174e-05,9.671721343702699425e-02,1.000000000000000000e+00
1.142749999999999932e+00,9.035274659883968384e-01,4.683371454455414465e-05,9.642570029705860302e-02,1.000000000000000000e+00
1.142999999999999794e+00,9.038181791990055336e-01,4.679274696468848255e-05,9.613502805402977802e-02,1.000000000000000000e+00
1.143249999999999877e+00,9.041080583583959163e-01,4.675178402468550614e-05,9.584518985757939369e-02,1.000000000000000000e+00
1.143499999999999961e+00,9.043971111925284134e-01,4.671082771159408044e-05,9.555617797975998751e-02,1.000000000000000000e+00
1.143749999999999822e+00,9.046853462828304826e-01,4.666988007055305755e-05,9.526798383709896012e-02,1.000000000000000000e+00
1.143999999999999906e+00,9.049727730430955353e-01,4.662894320248677106e-05,9.498059801370198341e-02,1.000000000000000000e+00
1.144249999999999989e+00,9.052594016964602419e-01,4.658801926186201828e-05,9.469401028427790190e-02,1.000000000000000000e+00
1.144499999999999851e+00,9.055452432514380368e-01,4.654711045448990805e-05,9.440820963810747646e-02,1.000000000000000000e+00
1.144749999999999934e+00,9.058303094783913822e-01,4.650621903538049574e-05,9.412318430257324287e-02,1.000000000000000000e+00
1.145000000000000018e+00,9.061146128850285919e-01,4.646534730664445223e-05,9.383892176766475690e-02,1.000000000000000000e+00
1.145249999999999879e+00,9.063981666922723557e-01,4.642449761548474201e-05,9.355540881011216447e-02,1.000000000000000000e+00
1.145499999999999963e+00,9.066809848097285851e-01,4.638367235221333280e-05,9.327263151791920226e-02,1.000000000000000000e+00
1.145749999999999824e+00,9.069630818111280579e-01,4.634287394833993011e-05,9.299057531492360695e-02,1.000000000000000000e+00
1.145999999999999908e+00,9.072444729094473193e-01,4.630210487471789660e-05,9.270922498567796266e-02,1.000000000000000000e+00
1.146249999999999991e+00,9.075251739324295963e-01,4.626136763977329599e-05,9.242856469993063206e-02,1.000000000000000000e+00
1.146499999999999853e+00,9.078052012978597984e-01,4.622066478775001692e-05,9.214857803735244934e-02,1.000000000000000000e+00
1.146749999999999936e+00,9.080845719887862266e-01,4.617999889707020180e-05,9.186924801231670379e-02,1.000000000000000000e+00
1.146999999999999797e+00,9.083633035291277524e-01,4.613937257872201107e-05,9.159055709829352909e-02,1.000000000000000000e+00
1.147249999999999881e+00,9.086414139592033923e-01,4.609878847471383549e-05,9.131248725232189722e-02,1.000000000000000000e+00
1.147499999999999964e+00,9.089189218113408186e-01,4.605824925660480240e-05,9.103501993940257830e-02,1.000000000000000000e+00
1.147749999999999826e+00,9.091958460858822200e-01,4.601775762408977672e-05,9.075813615649369615e-02,1.000000000000000000e+00
1.147999999999999909e+00,9.094722062271407559e-01,4.597731630363546845e-05,9.048181645655560545e-02,1.000000000000000000e+00
1.148249999999999993e+00,9.097480220998398481e-01,4.593692804719448760e-05,9.020604097211296080e-02,1.000000000000000000e+00
1.148499999999999854e+00,9.100233139654314574e-01,4.589659563096490174e-05,8.993078943893757782e-02,1.000000000000000000e+00
1.148749999999999938e+00,9.102981024592444736e-01,4.585632185421063074e-05,8.965604121890131950e-02,1.000000000000000000e+00
1.149000000000000021e+00,9.105724085673247981e-01,4.581610953815634668e-05,8.938177532313704154e-02,1.000000000000000000e+00
1.149249999999999883e+00,9.108462536036973090e-01,4.577596152489322241e-05,8.910797043477779178e-02,1.000000000000000000e+00
1.149499999999999966e+00,9.111196591885641904e-01,4.573588067639901614e-05,8.883460493075941156e-02,1.000000000000000000e+00
1.149749999999999828e+00,9.113926472257696254e-01,4.569586987356180153e-05,8.856165690435681415e-02,1.000000000000000000e+00
1.149999999999999911e+00,9.116652398815920932e-01,4.565593201527818256e-05,8.828910418639263069e-02,1.000000000000000000e+00
