lambda_um,pol,theta_deg,phi_deg,harmonics,R,T,A,R_reverse,T_reverse,A_reverse,emissivity_same_channel,emissivity_reverse_channel,eta,conservation,reverse_conservation
15.4,TM,8.0,0.0,121,0.3324291043422039,0.0,0.6675708956577961,0.022653742801109097,0.0,0.9773462571988909,0.9773462571988909,0.6675708956577961,0.30977536154109475,1.0,1.0
15.401933333333334,TM,8.0,0.0,121,0.37567027524729957,0.0,0.6243297247527004,0.041709913363394864,0.0,0.9582900866366051,0.9582900866366051,0.6243297247527004,0.33396036188390466,1.0,1.0
15.403866666666667,TM,8.0,0.0,121,0.4173441440031552,0.0,0.5826558559968448,0.06619878251538505,0.0,0.933801217484615,0.933801217484615,0.5826558559968448,0.3511453614877702,1.0,1.0
15.405800000000001,TM,8.0,0.0,121,0.4570377422199099,0.0,0.5429622577800901,0.0952926942407411,0.0,0.904707305759259,0.904707305759259,0.5429622577800901,0.36174504797916884,1.0,1.0
15.407733333333333,TM,8.0,0.0,121,0.49449461515171056,0.0,0.5055053848482894,0.12807658638701333,0.0,0.8719234136129866,0.8719234136129866,0.5055053848482894,0.3664180287646972,1.0,1.0
15.409666666666666,TM,8.0,0.0,121,0.5295831618535108,0.0,0.47041683814648916,0.1636133778831897,0.0,0.8363866221168104,0.8363866221168104,0.47041683814648916,0.3659697839703212,1.0,1.0
15.4116,TM,8.0,0.0,121,0.5622669522831069,0.0,0.43773304771689314,0.20100012150113192,0.0,0.7989998784988681,0.7989998784988681,0.43773304771689314,0.36126683078197497,1.0,1.0
15.413533333333334,TM,8.0,0.0,121,0.5925789050823584,0.0,0.40742109491764156,0.23941050806769254,0.0,0.7605894919323075,0.7605894919323075,0.40742109491764156,0.35316839701466596,1.0,1.0
15.415466666666667,TM,8.0,0.0,121,0.6206000050722775,0.0,0.3793999949277225,0.27812234696066074,0.0,0.7218776530393393,0.7218776530393393,0.3793999949277225,0.3424776581116168,1.0,1.0
15.4174,TM,8.0,0.0,121,0.6464424896289656,0.0,0.35355751037103444,0.31653106159350525,0.0,0.6834689384064947,0.6834689384064947,0.35355751037103444,0.32991142803546025,1.0,1.0
15.419333333333334,TM,8.0,0.0,121,0.6702370324069048,0.0,0.3297629675930952,0.35415173020281915,0.0,0.6458482697971808,0.6458482697971808,0.3297629675930952,0.3160853022040856,1.0,1.0
15.421266666666668,TM,8.0,0.0,121,0.6921232888803209,0.0,0.30787671111967907,0.3906128015815036,0.0,0.6093871984184964,0.6093871984184964,0.30787671111967907,0.30151048729881735,1.0,1.0
15.4232,TM,8.0,0.0,121,0.7122431475515618,0.0,0.2877568524484382,0.42564454203105506,0.0,0.5743554579689449,0.5743554579689449,0.2877568524484382,0.28659860552050676,1.0,1.0
15.425133333333333,TM,8.0,0.0,121,0.7307360862886151,0.0,0.2692639137113849,0.4590647975067792,0.0,0.5409352024932208,0.5409352024932208,0.2692639137113849,0.2716712887818359,1.0,1.0
15.427066666666667,TM,8.0,0.0,121,0.747736121559452,0.0,0.252263878440548,0.49076402188720925,0.0,0.5092359781127908,0.5092359781127908,0.252263878440548,0.25697209967224277,1.0,1.0
15.429,TM,8.0,0.0,121,0.7633699336674117,0.0,0.23663006633258832,0.520690893115083,0.0,0.479309106884917,0.479309106884917,0.23663006633258832,0.2426790405523287,1.0,1.0
15.430933333333334,TM,8.0,0.0,121,0.7777558399877426,0.0,0.22224416001225744,0.5488393039598236,0.0,0.4511606960401764,0.4511606960401764,0.22224416001225744,0.22891653602791895,1.0,1.0
15.432866666666667,TM,8.0,0.0,121,0.7910033648046081,0.0,0.2089966351953919,0.5752371066191646,0.0,0.4247628933808354,0.4247628933808354,0.2089966351953919,0.21576625818544348,1.0,1.0
15.434800000000001,TM,8.0,0.0,121,0.8032132171251124,0.0,0.1967867828748876,0.5999367079372412,0.0,0.4000632920627588,0.4000632920627588,0.1967867828748876,0.2032765091878712,1.0,1.0
15.436733333333335,TM,8.0,0.0,121,0.8144775375720866,0.0,0.18552246242791337,0.6230074347093711,0.0,0.37699256529062886,0.37699256529062886,0.18552246242791337,0.19147010286271549,1.0,1.0
15.438666666666666,TM,8.0,0.0,121,0.8248803138163201,0.0,0.1751196861836799,0.6445294907192616,0.0,0.3554705092807384,0.3554705092807384,0.1751196861836799,0.18035082309705852,1.0,1.0
15.4406,TM,8.0,0.0,121,0.8344978930691944,0.0,0.16550210693080558,0.6645892847443383,0.0,0.3354107152556617,0.3354107152556617,0.16550210693080558,0.1699086083248561,1.0,1.0
15.442533333333333,TM,8.0,0.0,121,0.8433995417724834,0.0,0.15660045822751656,0.6832759017972078,0.0,0.31672409820279224,0.31672409820279224,0.15660045822751656,0.16012363997527568,1.0,1.0
15.444466666666667,TM,8.0,0.0,121,0.8516480184970453,0.0,0.1483519815029547,0.7006785035840659,0.0,0.2993214964159341,0.2993214964159341,0.1483519815029547,0.15096951491297939,1.0,1.0
15.4464,TM,8.0,0.0,121,0.8593001375743724,0.0,0.1406998624256276,0.7168844683289499,0.0,0.2831155316710501,0.2831155316710501,0.1406998624256276,0.14241566924542248,1.0,1.0
15.448333333333334,TM,8.0,0.0,121,0.8664073092073019,0.0,0.1335926907926981,0.7319781080335863,0.0,0.2680218919664137,0.2680218919664137,0.1335926907926981,0.1344292011737156,1.0,1.0
