wavelength_um,wavelength_nm,theta_plus_deg,theta_minus_deg,phi_deg,harmonics,R_plus,T_plus,A_plus,R_minus,T_minus,A_minus,emissivity_same_channel,emissivity_reverse_channel,eta,conservation_plus,conservation_minus
15.0370000000,15037.0000000000,1.0000000000,-1.0000000000,0.0000000000,57.0000000000,0.9573264204,0.0000000000,0.0426735796,0.8802455082,0.0000000000,0.1197544918,0.1197544918,0.0426735796,0.0770809122,1.0000000000,1.0000000000
15.0380000000,15038.0000000000,1.0000000000,-1.0000000000,0.0000000000,57.0000000000,0.9575627586,0.0000000000,0.0424372414,0.8821111739,0.0000000000,0.1178888261,0.1178888261,0.0424372414,0.0754515848,1.0000000000,1.0000000000
15.0390000000,15039.0000000000,1.0000000000,-1.0000000000,0.0000000000,57.0000000000,0.9577916968,0.0000000000,0.0422083032,0.8839474436,0.0000000000,0.1160525564,0.1160525564,0.0422083032,0.0738442532,1.0000000000,1.0000000000
15.0400000000,15040.0000000000,1.0000000000,-1.0000000000,0.0000000000,57.0000000000,0.9580132669,0.0000000000,0.0419867331,0.8857532864,0.0000000000,0.1142467136,0.1142467136,0.0419867331,0.0722599806,1.0000000000,1.0000000000
15.0410000000,15041.0000000000,1.0000000000,-1.0000000000,0.0000000000,57.0000000000,0.9582275176,0.0000000000,0.0417724824,0.8875278740,0.0000000000,0.1124721260,0.1124721260,0.0417724824,0.0706996436,1.0000000000,1.0000000000
15.0420000000,15042.0000000000,1.0000000000,-1.0000000000,0.0000000000,57.0000000000,0.9584345118,0.0000000000,0.0415654882,0.8892705613,0.0000000000,0.1107294387,0.1107294387,0.0415654882,0.0691639504,1.0000000000,1.0000000000
15.0430000000,15043.0000000000,1.0000000000,-1.0000000000,0.0000000000,57.0000000000,0.9586343250,0.0000000000,0.0413656750,0.8909808672,0.0000000000,0.1090191328,0.1090191328,0.0413656750,0.0676534578,1.0000000000,1.0000000000
15.0440000000,15044.0000000000,1.0000000000,-1.0000000000,0.0000000000,57.0000000000,0.9588270436,0.0000000000,0.0411729564,0.8926584576,0.0000000000,0.1073415424,0.1073415424,0.0411729564,0.0661685860,1.0000000000,1.0000000000
15.0450000000,15045.0000000000,1.0000000000,-1.0000000000,0.0000000000,57.0000000000,0.9590127634,0.0000000000,0.0409872366,0.8943031297,0.0000000000,0.1056968703,0.1056968703,0.0409872366,0.0647096337,1.0000000000,1.0000000000
15.0460000000,15046.0000000000,1.0000000000,-1.0000000000,0.0000000000,57.0000000000,0.9591915877,0.0000000000,0.0408084123,0.8959147966,0.0000000000,0.1040852034,0.1040852034,0.0408084123,0.0632767911,1.0000000000,1.0000000000
15.0470000000,15047.0000000000,1.0000000000,-1.0000000000,0.0000000000,57.0000000000,0.9593636266,0.0000000000,0.0406363734,0.8974934745,0.0000000000,0.1025065255,0.1025065255,0.0406363734,0.0618701521,1.0000000000,1.0000000000
15.0480000000,15048.0000000000,1.0000000000,-1.0000000000,0.0000000000,57.0000000000,0.9595289953,0.0000000000,0.0404710047,0.8990392700,0.0000000000,0.1009607300,0.1009607300,0.0404710047,0.0604897253,1.0000000000,1.0000000000
15.0490000000,15049.0000000000,1.0000000000,-1.0000000000,0.0000000000,57.0000000000,0.9596878133,0.0000000000,0.0403121867,0.9005523689,0.0000000000,0.0994476311,0.0994476311,0.0403121867,0.0591354444,1.0000000000,1.0000000000
